X,Y,Elevation,BA,Commodity,Fold Type,Fault Type,Age,Super Group,Group Name,Formation,Lithology,Intrusive,SiO2,Al2O3,Fe2O3,TiO2,CaO,MgO,MnO,Na2O,K2O,P2O5,LOI,Ba_ppm,Ga_ppm,Sc_ppm,V_ppm,Th_ppm,Pb_ppm,Ni_ppm,Co_ppm,Rb_ppm,Sr_ppm,Cr_ppm,Cu_ppm,Zn_ppm
77.5978,15.2474,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5978,15.2474,402,-91,,,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5978,15.2474,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5978,15.2474,402,-91,,,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.599,15.2459,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.599,15.2459,402,-91,,,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.599,15.2459,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.599,15.2459,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.599,15.2459,402,-91,,,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.599,15.2459,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.6129,15.2343,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.6129,15.2343,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.6129,15.2343,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.6129,15.2343,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.6129,15.2343,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.6129,15.2343,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.6016,15.2425,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.6016,15.2425,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.6016,15.2425,402,-91,,,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.6016,15.2425,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.6016,15.2425,402,-91,,,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.6016,15.2425,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.6075,15.2428,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.6075,15.2428,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.6075,15.2428,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.6075,15.2428,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.6075,15.2428,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.6075,15.2428,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5548,15.2399,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5548,15.2399,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5548,15.2399,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5548,15.2399,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5548,15.2399,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5548,15.2399,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5425,15.243,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5425,15.243,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5425,15.243,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5425,15.243,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5425,15.243,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5425,15.243,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.603,15.2432,402,-91,,,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.603,15.2432,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.603,15.2432,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.603,15.2432,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.603,15.2432,402,-91,,,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.603,15.2432,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5243,15.2473,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5243,15.2473,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5243,15.2473,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5243,15.2473,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5243,15.2473,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5243,15.2473,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5815,15.2416,402,-91,,SYNFORM,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5815,15.2416,402,-91,,SYNFORM,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5815,15.2416,402,-91,,SYNFORM,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5815,15.2416,402,-91,,SYNFORM,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5815,15.2416,402,-91,,SYNFORM,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5815,15.2416,402,-91,,SYNFORM,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5842,15.2351,402,-91,,SYNFORM,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5842,15.2351,402,-91,,SYNFORM,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5842,15.2351,402,-91,,SYNFORM,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5842,15.2351,402,-91,,SYNFORM,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5842,15.2351,402,-91,,SYNFORM,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5842,15.2351,402,-91,,SYNFORM,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
